Latitude,Longitude,Amenity
45.4536595,9.2204482,vending_machine
45.4408701,9.2409129,waste_basket
45.4419265,9.2411706,bench
45.4418061,9.2411867,bench
45.4419623,9.2410392,bench
45.441784,9.2413015,bicycle_parking
45.4425628,9.2401857,waste_basket
45.4427298,9.2398596,bicycle_parking
45.4407183,9.2423746,bench
45.4408182,9.2420938,bicycle_parking
45.4408421,9.2421426,waste_basket
45.4407994,9.2420473,bicycle_repair_station
45.4406334,9.2422499,bench
45.4425897,9.2399015,waste_basket
45.4441588,9.2609466,restaurant
45.4518213,9.2243938,driving_school
45.439784,9.2416153,bicycle_parking
45.4620068,9.2188139,fast_food
45.4576419,9.2064886,fast_food
45.4337404,9.2394331,ticket_validator
45.4333323,9.2386066,telephone
45.4334699,9.2382272,bicycle_parking
45.433343,9.2386919,photo_booth
45.4336493,9.2389111,ticket_validator
45.4336345,9.237876,bicycle_parking
45.4334005,9.2382056,waste_basket
45.4336127,9.2385292,ticket_validator
45.4333872,9.238592,toilets
45.4336821,9.239099,ticket_validator
45.433432,9.2386825,cafe
45.4337123,9.2378181,bicycle_parking
45.4336897,9.2377399,bicycle_parking
45.4337128,9.2392754,ticket_validator
45.4336515,9.2385612,lounge
45.4664807,9.2110703,restaurant
45.4313395,9.2421634,bench
45.431314,9.2421282,bench
45.4306039,9.2441738,bench
45.4305809,9.2443206,bench
45.4306029,9.2441924,bench
45.4305979,9.2442023,bench
45.4306791,9.2439406,bench
45.4319839,9.2436474,drinking_water
45.447354,9.2543224,townhall
45.4412962,9.2415348,bicycle_repair_station
45.4418141,9.24138,bicycle_repair_station
45.4421625,9.2414743,charging_station
45.4424402,9.2406756,charging_station
45.4384788,9.2413311,waste_basket
45.4387122,9.2412831,waste_basket
45.4390374,9.2417061,waste_basket
45.4389308,9.2424773,waste_basket
45.4381776,9.2447899,waste_basket
45.4378527,9.2436619,waste_basket
45.4376449,9.2433542,waste_basket
45.4376233,9.2432446,waste_basket
45.4374802,9.2430061,waste_basket
45.4369526,9.2420696,waste_basket
45.436846,9.2422023,waste_basket
45.4369297,9.2421177,bench
45.4368946,9.2420619,bench
45.4375787,9.2432388,bench
45.4375329,9.2431773,bench
45.4362736,9.2411986,bench
45.4362239,9.2411446,bench
45.4362793,9.241285,waste_basket
45.4364965,9.2417042,waste_basket
45.4365856,9.2408811,bicycle_parking
45.4376395,9.2431196,bench
45.43763,9.2431023,bench
45.4376152,9.2430831,bench
45.4375787,9.243035,bench
45.4369382,9.2420136,bench
45.4369209,9.2419848,bench
45.4369073,9.2419644,bench
45.4370259,9.2421414,bench
45.4370117,9.24212,bench
45.4369939,9.2421012,bench
45.4368282,9.2422608,bench
45.4368188,9.2422353,bench
45.4368075,9.2422125,bench
45.4367953,9.242191,bench
45.4366269,9.2417686,bench
45.4365055,9.2415554,bench
45.4358627,9.2402987,bench
45.4358517,9.2403463,bench
45.4358288,9.2403802,bench
45.4358086,9.2404228,bench
45.4357813,9.2404617,bench
45.4357575,9.2405019,bench
45.4357337,9.2405358,bench
45.4357047,9.2401819,bench
45.4356888,9.2402146,bench
45.4356633,9.2402522,bench
45.435643,9.2402949,bench
45.435621,9.2403463,bench
45.4355902,9.2403287,bench
45.4356959,9.2401418,bench
45.4354599,9.2406035,waste_basket
45.4353639,9.2410465,waste_basket
45.4351094,9.2414681,waste_basket
45.4346137,9.2409047,bicycle_parking
45.4325375,9.2408173,waste_basket
45.432735,9.2410451,waste_basket
45.434273,9.242565,waste_basket
45.4346796,9.2418542,waste_basket
45.4360902,9.2454967,waste_basket
45.4362427,9.2452003,waste_basket
45.4365664,9.2466406,waste_basket
45.4366831,9.2463818,waste_basket
45.4384803,9.2415903,waste_basket
45.4383077,9.2411114,waste_basket
45.4380718,9.2410631,waste_basket
45.4377913,9.2407445,waste_basket
45.4371069,9.2399141,waste_basket
45.4372595,9.2398043,waste_basket
45.4368679,9.2393341,waste_basket
45.4361218,9.2390354,bicycle_parking
45.4353912,9.2392595,waste_basket
45.435237,9.2396263,bench
45.4351661,9.2397428,bench
45.4351615,9.2400657,bench
45.4349056,9.2405051,bench
45.4347653,9.2407225,bench
45.434736,9.2407819,bench
45.4347113,9.2408368,bench
45.4355652,9.2400284,bench
45.4355431,9.239999,bench
45.4355187,9.239971,bench
45.4345803,9.2404304,waste_basket
45.4335459,9.2404326,waste_basket
45.4328352,9.2401536,waste_basket
45.4324113,9.2403029,waste_basket
45.4327886,9.2401017,scooter_sharing
45.4586755,9.2463973,fast_food
45.458561,9.2462289,fast_food
45.4584656,9.2460886,pub
45.4569933,9.2428955,cafe
45.4569172,9.2429993,driving_school
45.4567174,9.2418932,restaurant
45.4568396,9.2420762,cafe
45.4654866,9.229988,bar
45.4635005,9.2079671,post_box
45.463463,9.2085754,restaurant
45.4608691,9.210166,restaurant
45.4495115,9.22777,drinking_water
45.4319174,9.2430899,dentist
45.4345872,9.2239461,drinking_water
45.4400459,9.2419135,cafe
45.4425148,9.2399995,restaurant
45.4379065,9.2434455,restaurant
45.4624655,9.2148914,bar
45.462437,9.2148261,telephone
45.4623464,9.2143975,dentist
45.4625027,9.2145136,fast_food
45.4629101,9.2145142,cafe
45.4619819,9.2252307,cafe
45.4424938,9.2394148,bicycle_parking
45.4425673,9.2402831,bench
45.4426361,9.2403097,bicycle_parking
45.4426542,9.240304,bicycle_repair_station
45.4417844,9.2411057,waste_basket
45.4411041,9.2403568,waste_basket
45.4414294,9.2404543,shelter
45.4413869,9.2404922,shelter
45.4413169,9.2405254,shelter
45.4413928,9.2411375,waste_basket
45.4423523,9.2411793,drinking_water
45.4423751,9.2410233,bench
45.4423967,9.2410903,bench
45.438441,9.2427568,bench
45.4384119,9.2428151,bench
45.4383752,9.2429121,bench
45.4383556,9.2429726,bench
45.4396473,9.2398322,bench
45.4428441,9.2452841,bench
45.4377259,9.2429083,bicycle_parking
45.464755,9.2304517,restaurant
45.4358047,9.2440669,waste_basket
45.4424241,9.2411123,waste_basket
45.4423634,9.2409859,waste_basket
45.4424005,9.2409601,waste_basket
45.4645564,9.2082643,cafe
45.4646288,9.2086217,restaurant
45.4642715,9.2076552,cafe
45.464094,9.2076312,restaurant
45.4638217,9.2076527,hospital
45.4634201,9.2083437,restaurant
45.4633894,9.2081577,restaurant
45.4616602,9.2213049,restaurant
45.4618857,9.2213305,post_box
45.4618911,9.2214389,cafe
45.4532925,9.2146134,cafe
45.4666637,9.2443728,bench
45.4654772,9.2481171,bench
45.4610153,9.2119344,restaurant
45.4363506,9.2429208,bench
45.4365224,9.2426774,bench
45.4365435,9.2428066,bench
45.4370073,9.2436085,bench
45.4371841,9.2437066,bench
45.4371407,9.2436206,bench
45.4371383,9.2443797,bench
45.4371413,9.244422,bench
45.4365934,9.2448982,bench
45.4366974,9.2449142,bench
45.4367571,9.2450097,bench
45.4361041,9.2435611,bench
45.4359172,9.2430428,bench
45.4353591,9.2413583,toilets
45.4361826,9.242221,bench
45.4362645,9.2422733,bench
45.4388646,9.2407367,bench
45.4388769,9.2407098,waste_basket
45.4388443,9.2407615,bench
45.4391867,9.2403703,waste_basket
45.4396724,9.2398373,bench
45.4396247,9.239826,bench
45.4379137,9.2405809,waste_basket
45.4376187,9.2397914,vending_machine
45.4375218,9.2396385,bench
45.437661,9.2398638,waste_basket
45.4374964,9.2396479,bench
45.4379181,9.2403344,bench
45.4379046,9.2402959,bench
45.4548567,9.2267044,bank
45.456079,9.2259044,cafe
45.4535306,9.2037025,pub
45.4443437,9.2163868,restaurant
45.4519445,9.2085633,restaurant
45.4523507,9.2089029,cafe
45.4524384,9.208975,restaurant
45.452565,9.2083188,restaurant
45.4654471,9.2149912,restaurant
45.4516519,9.2074178,restaurant
45.4519164,9.2077865,restaurant
45.440338,9.2410804,waste_basket
45.4404717,9.2410284,bicycle_parking
45.4404353,9.240978,bicycle_parking
45.4406154,9.2409591,waste_basket
45.4422274,9.24075,waste_basket
45.4415295,9.240753,waste_basket
45.4415197,9.2409355,waste_basket
45.4541227,9.2083301,cinema
45.4560121,9.2110845,pub
45.4424265,9.2406931,charging_station
45.4424107,9.2407115,charging_station
45.4423874,9.2407223,charging_station
45.4438859,9.2453636,bench
45.4438709,9.2453931,bench
45.4438602,9.2454337,bench
45.4440689,9.2452035,bench
45.4440439,9.2452052,bench
45.4440116,9.2452035,bench
45.4439911,9.2452023,bench
45.4428471,9.2453167,bench
45.4238484,9.2530085,car_wash
45.4240028,9.2531271,car_wash
45.4641968,9.219135,hospital
45.4300714,9.2452754,bench
45.4302481,9.2445539,bench
45.4302153,9.2446456,bench
45.4315222,9.2418657,bench
45.4315815,9.2418028,bench
45.452652,9.2290155,pharmacy
45.453899,9.2075631,pharmacy
45.4541014,9.2191317,pharmacy
45.4640328,9.221356,pharmacy
45.4643643,9.2279591,pharmacy
45.4580587,9.2170694,pharmacy
45.4380767,9.2238105,pharmacy
45.4425833,9.2633363,pharmacy
45.4446943,9.2441677,pharmacy
45.4618149,9.2349476,cafe
45.4618996,9.2348617,bar
45.4339948,9.2402042,fast_food
45.4341327,9.2401431,fast_food
45.4340556,9.2401702,restaurant
45.4336222,9.2401247,restaurant
45.4344043,9.2400466,fast_food
45.4345089,9.2400051,restaurant
45.4344498,9.2400243,restaurant
45.4341931,9.2401211,restaurant
45.4553722,9.2321553,waste_basket
45.4397782,9.2419077,charging_station
45.4398201,9.2419606,charging_station
45.4396503,9.2418079,parking_space
45.4415429,9.2395242,charging_station
45.4694275,9.2632658,cafe
45.4634355,9.2114827,restaurant
45.4668511,9.2653189,bench
45.4669371,9.2651586,waste_basket
45.4669215,9.2651878,bench
45.4698886,9.2620158,waste_basket
45.4308631,9.2442592,parking_space
45.4349161,9.2279117,community_centre
45.4437868,9.2159687,restaurant
45.439764,9.2418587,waste_basket
45.4396595,9.2411584,waste_disposal
45.4396714,9.2412628,waste_basket
45.440678,9.2401264,parking_entrance
45.4444247,9.2419991,bench
45.4444661,9.2420144,bench
45.4443818,9.2419838,waste_basket
45.4444722,9.2418615,bench
45.4444469,9.2418899,bench
45.4444247,9.2419008,bench
45.4444339,9.2428785,parking_space
45.4342858,9.2402322,bench
45.4342663,9.2402407,bench
45.4342519,9.2402374,waste_basket
45.4287685,9.2572279,waste_basket
45.4287045,9.2571115,waste_basket
45.4290368,9.2576366,waste_basket
45.4251443,9.2524408,waste_basket
45.4274709,9.2497908,vending_machine
45.4610804,9.2119575,restaurant
45.4338115,9.240267,restaurant
45.4618197,9.2109814,parking_entrance
45.4618476,9.2105294,parking_entrance
45.4537312,9.2267326,cafe
45.4537159,9.224692,restaurant
45.4537081,9.2243528,post_box
45.4537711,9.2243469,cafe
45.4542888,9.2243424,restaurant
45.4651533,9.2645143,toilets
45.453522,9.2248601,pub
45.4560056,9.2236537,fast_food
45.4560629,9.2236552,cafe
45.4555398,9.2236545,cafe
45.45575,9.2236568,restaurant
45.455294,9.2236583,restaurant
45.455013,9.2236622,cafe
45.4426118,9.2638208,post_office
45.4643056,9.2280201,bar
45.4642608,9.2280904,vending_machine
45.4631134,9.2119592,cafe
45.4621006,9.210574,cafe
45.4627811,9.2116365,pub
45.4257998,9.2517736,pub
45.4263082,9.2512076,post_box
45.426457,9.2510581,cafe
45.42657,9.2509358,stripclub
45.4266718,9.2508247,fast_food
45.4632207,9.2119251,cafe
45.4624435,9.2113798,post_box
45.4648236,9.214545,post_box
45.4338997,9.2402373,fast_food
45.465888,9.217031,restaurant
45.4639174,9.21705,restaurant
45.4468096,9.2127972,restaurant
45.4350386,9.2443032,bench
45.4349829,9.2442352,bench
45.4349556,9.2442012,bench
45.4370635,9.2452267,bench
45.4374636,9.2440115,bench
45.4374937,9.2440629,bench
45.4373476,9.2441822,bench
45.4373264,9.2438341,bench
45.4374757,9.2440303,bench
45.4373272,9.2442148,bench
45.436336,9.2425643,bench
45.4363585,9.2424698,bench
45.4363617,9.2447177,bench
45.4363461,9.244674,bench
45.4362709,9.2444666,bench
45.436135,9.244116,bench
45.4361176,9.2440729,bench
45.4367074,9.2452624,bench
45.4367326,9.2452192,bench
45.4369707,9.2458219,bench
45.4369539,9.2457573,bench
45.436958,9.2458413,bench
45.4383988,9.2428526,bench
45.4369487,9.2458592,bench
45.4369243,9.245902,bench
45.4369378,9.2457397,bench
45.4369668,9.2457776,bench
45.4396568,9.2398904,bench
45.4396353,9.239886,bench
45.4360534,9.2458154,bench
45.4360439,9.2458338,bench
45.4360256,9.245864,bench
45.4360104,9.2458875,bench
45.4362465,9.2460514,bench
45.4362324,9.2460752,bench
45.4362177,9.2460984,bench
45.4362041,9.2461238,bench
45.4363933,9.2417064,ice_cream
45.4360896,9.2439935,bench
45.4360707,9.2439532,bench
45.4356171,9.2464334,bench
45.4355768,9.2463836,bench
45.4379772,9.2441531,social_facility
45.435569,9.2453467,bench
45.4355537,9.2453744,bench
45.4355408,9.2453082,bench
45.4355214,9.2453408,bench
45.4354973,9.2452503,bench
45.4354796,9.2452847,bench
45.4354496,9.2452453,bench
45.4354738,9.2452051,bench
45.4354973,9.2451665,bench
45.4354496,9.2450793,bench
45.435429,9.2450517,bench
45.4354049,9.2450232,bench
45.4353644,9.2450642,bench
45.4353385,9.2451154,bench
45.4361641,9.2413499,parking_entrance
45.4367734,9.2422979,parking_entrance
45.4373833,9.243261,parking_entrance
45.4335488,9.2407624,parking_entrance
45.4339309,9.2410367,parking_entrance
45.462086,9.2088008,fast_food
45.4621384,9.2092111,vending_machine
45.4530382,9.2054593,restaurant
45.4619911,9.2281635,fast_food
45.4436284,9.2143718,restaurant
45.4628095,9.211188,fast_food
45.4618198,9.2213837,fast_food
45.4331204,9.2384328,cafe
45.4662072,9.2119112,restaurant
45.4573367,9.2196232,toilets
45.4535444,9.2284949,toilets
45.4526373,9.2270609,toilets
45.4559244,9.241264,toilets
45.457775,9.2424474,toilets
45.4335921,9.2312187,toilets
45.4336151,9.2316905,toilets
45.4316446,9.2448614,restaurant
45.4359849,9.2401057,bank
45.4314506,9.2436572,fast_food
45.4313474,9.243554,restaurant
45.4314567,9.2449028,cafe
45.4444494,9.2637445,restaurant
45.4382341,9.2165061,restaurant
45.4262121,9.2504519,bicycle_parking
45.4262096,9.2502963,parking_space
45.4261996,9.250248,parking_space
45.426177,9.250273,parking_space
45.4261987,9.2503145,parking_space
45.433886,9.2506103,parking_entrance
45.4351843,9.2476382,parking_entrance
45.4348144,9.2471838,parking_entrance
45.4345045,9.2468038,parking_entrance
45.4341346,9.2463543,parking_entrance
45.4338069,9.2459688,parking_entrance
45.4344243,9.244972,parking_entrance
45.4343018,9.2451912,parking_entrance
45.4347284,9.245356,parking_entrance
45.4346521,9.2456221,parking_entrance
45.4351002,9.2457952,parking_entrance
45.435423,9.246188,parking_entrance
45.4352832,9.246371,parking_entrance
45.4356325,9.2467967,parking_entrance
45.4359906,9.2472228,parking_entrance
45.4354963,9.2480213,parking_entrance
45.4416717,9.2402723,parking_entrance
45.4419549,9.2394976,parking_entrance
45.4643856,9.2365565,waste_basket
45.4618266,9.2143636,restaurant
45.4650003,9.2144722,bar
45.4611759,9.2142107,restaurant
45.4511568,9.2116525,restaurant
45.4652801,9.2216949,restaurant
45.4385275,9.2301759,nightclub
45.4383201,9.2280106,dentist
45.4381548,9.2283507,driving_school
45.4385003,9.2277061,cafe
45.4387332,9.2271876,restaurant
45.4388629,9.2269303,cafe
45.4395428,9.2255777,cafe
45.4390304,9.2254237,restaurant
45.4390499,9.2248768,restaurant
45.4396422,9.2253451,restaurant
45.4397795,9.2250601,cafe
45.4400162,9.2249323,cafe
45.4558758,9.2101596,cafe
45.4622359,9.2339977,bank
45.4612947,9.2440328,bicycle_parking
45.461301,9.2440951,bench
45.4441315,9.2139834,restaurant
45.4356636,9.2287856,car_wash
45.462682,9.2104804,restaurant
45.4641309,9.2300091,restaurant
45.4534608,9.2039158,restaurant
45.4631342,9.2102052,clinic
45.4502441,9.2129202,parcel_locker
45.4316012,9.244619,cafe
45.4317093,9.244657,waste_basket
45.4287434,9.2545457,toilets
45.4668833,9.2224427,cafe
45.4670146,9.2088411,cafe
45.4526781,9.2147613,restaurant
45.4487076,9.2114807,clock
45.4479077,9.2508733,drinking_water
45.428765,9.2547478,cafe
45.4589746,9.2444484,cinema
45.467734,9.2213279,vending_machine
45.4666404,9.2216134,vending_machine
45.4657305,9.2242184,fast_food
45.4675311,9.2226892,veterinary
45.4351909,9.2206944,doctors
45.4644586,9.2083673,vending_machine
45.4644795,9.2076636,restaurant
45.4505975,9.2199534,pub
45.4666631,9.220017,charging_station
45.4624018,9.2081379,fast_food
45.4395453,9.2171129,clock
45.461258,9.2095498,fast_food
45.4519104,9.2048726,restaurant
45.4595712,9.2227761,community_centre
45.4619872,9.233061,vending_machine
45.4526855,9.2100717,bar
45.4588683,9.2091198,restaurant
45.4580462,9.2083815,waste_basket
45.4596173,9.2073207,restaurant
45.4666572,9.2074181,bank
45.4640045,9.2076369,restaurant
45.4636034,9.2708996,car_rental
45.4636091,9.2707556,car_rental
45.4635521,9.2709782,car_rental
45.463559,9.2707505,car_rental
45.4560514,9.2058015,bench
45.4562877,9.2056359,bench
45.456032,9.2062931,bench
45.4558914,9.2061618,bench
45.4561784,9.2059098,bench
45.45614,9.2060292,bench
45.455998,9.2059088,bench
45.4561562,9.2055188,bench
45.455786,9.2069142,bench
45.4556568,9.2067659,bench
45.4510153,9.2119061,drinking_water
45.4511317,9.2112682,bicycle_parking
45.4511249,9.2112952,bicycle_parking
45.4511246,9.2113289,bicycle_parking
45.4431461,9.2182477,cafe
45.4432343,9.2180715,restaurant
45.447572,9.2115387,vending_machine
45.4484362,9.2116921,waste_basket
45.4468994,9.2126529,animal_boarding
45.447678,9.2106407,waste_basket
45.4480882,9.2109844,vending_machine
45.4471314,9.212593,vending_machine
45.448472,9.2114319,bicycle_parking
45.4485687,9.2116191,waste_basket
45.4325733,9.2352776,bench
45.4326674,9.2351086,bench
45.4337911,9.2331667,bench
45.4337177,9.2334644,bench
45.4520329,9.204293,restaurant
45.4412278,9.2160924,restaurant
45.4412723,9.2162188,restaurant
45.4388577,9.2161721,restaurant
45.435777,9.2338485,restaurant
45.4620084,9.2190588,restaurant
45.4383998,9.22041,restaurant
45.4360579,9.2390552,bicycle_parking
45.4503925,9.2063376,bar
45.4504121,9.2063181,bar
45.4417335,9.2408483,bicycle_parking
45.441703,9.2408266,bicycle_repair_station
45.4418069,9.2408799,bicycle_parking
45.4398938,9.2400331,animal_shelter
45.4315557,9.2450433,atm
45.4387653,9.2427678,waste_basket
45.4336335,9.2378713,charging_station
45.4362442,9.2347692,bicycle_parking
45.4368467,9.2346772,bicycle_parking
45.4343694,9.2376283,bicycle_parking
45.4343437,9.2376675,bicycle_parking
45.4329894,9.2344059,bench
45.4349252,9.2455705,bench
45.4348958,9.2455261,bench
45.4316048,9.2474805,waste_basket
45.4316185,9.247039,bench
45.4333915,9.239911,bicycle_parking
45.4355521,9.2393379,bicycle_parking
45.4354271,9.2395781,waste_basket
45.4355401,9.2393674,waste_basket
45.4311836,9.2442905,social_centre
45.4481156,9.2162042,restaurant
45.4493201,9.2533737,restaurant
45.4488287,9.252281,bench
45.4487881,9.2522055,bench
45.4487364,9.2521248,bench
45.4486884,9.2520616,bench
45.4490823,9.2526653,bench
45.4491254,9.2527145,waste_basket
45.4487721,9.2521775,waste_basket
45.4485726,9.251909,waste_basket
45.4484035,9.252353,waste_basket
45.4482568,9.2524845,waste_basket
45.4482397,9.2525165,bench
45.4482248,9.2525439,bench
45.4482376,9.2526597,bench
45.4482761,9.252707,bench
45.4482568,9.2528807,bench
45.4482333,9.252902,bench
45.4481531,9.2526293,bench
45.4481318,9.2526582,bench
45.4480666,9.2527344,bench
45.448043,9.2527679,bench
45.4483348,9.2527542,bench
45.4483145,9.2527847,bench
45.4482468,9.2527635,bench
45.4482143,9.2527013,bench
45.4482004,9.2528018,bench
45.4481697,9.2527516,bench
45.4481243,9.2528018,bench
45.4481577,9.2528547,bench
45.4441717,9.2410446,restaurant
45.4442714,9.2423345,restaurant
45.4444857,9.2426627,waste_basket
45.4481493,9.2520931,waste_basket
45.4481086,9.2520207,bench
45.4480962,9.2520004,bench
45.4482472,9.2515053,bench
45.4482179,9.2515192,bench
45.4481857,9.2515202,bench
45.4481333,9.2513976,bench
45.4481032,9.2513258,bench
45.4480633,9.25127,bench
45.4480284,9.2512172,bench
45.4479899,9.2511504,bench
45.4479584,9.2511085,bench
45.4479228,9.2510557,bench
45.4479766,9.2511344,waste_basket
45.4478759,9.2509989,bench
45.4474919,9.250402,waste_basket
45.4475389,9.250437,bench
45.4475186,9.2508362,bench
45.4475165,9.2507905,bench
45.4475924,9.2507814,bench
45.4476073,9.2511318,bench
45.4473711,9.2499556,bench
45.4473732,9.2498627,bench
45.447432,9.2498535,bench
45.4474331,9.249948,bench
45.4473861,9.2496859,waste_basket
45.4475753,9.249104,bench
45.4478339,9.2489166,bench
45.4477954,9.2486972,bench
45.4476736,9.2486819,bench
45.4475859,9.24872,bench
45.4475229,9.2489029,bench
45.447757,9.2490278,bench
45.440731,9.2176251,social_facility
"[45.4366995, 45.4368464, 45.4370209, 45.4373865, 45.4372202, 45.436709, 45.4366319, 45.4364079, 45.4362724, 45.4359638, 45.4359939, 45.4366995]","[9.2627751, 9.2634247, 9.2641969, 9.2659535, 9.2659605, 9.2659802, 9.2659833, 9.2648059, 9.264248, 9.2630974, 9.2629498, 9.2627751]",parking
"[45.4366995, 45.4368464, 45.4370209, 45.4373865, 45.4372202, 45.436709, 45.4366319, 45.4364079, 45.4362724, 45.4359638, 45.4359939, 45.4366995]","[9.2627751, 9.2634247, 9.2641969, 9.2659535, 9.2659605, 9.2659802, 9.2659833, 9.2648059, 9.264248, 9.2630974, 9.2629498, 9.2627751]",parking
"[45.4366995, 45.4368464, 45.4370209, 45.4373865, 45.4372202, 45.436709, 45.4366319, 45.4364079, 45.4362724, 45.4359638, 45.4359939, 45.4366995]","[9.2627751, 9.2634247, 9.2641969, 9.2659535, 9.2659605, 9.2659802, 9.2659833, 9.2648059, 9.264248, 9.2630974, 9.2629498, 9.2627751]",police
"[45.4366995, 45.4368464, 45.4370209, 45.4373865, 45.4372202, 45.436709, 45.4366319, 45.4364079, 45.4362724, 45.4359638, 45.4359939, 45.4366995]","[9.2627751, 9.2634247, 9.2641969, 9.2659535, 9.2659605, 9.2659802, 9.2659833, 9.2648059, 9.264248, 9.2630974, 9.2629498, 9.2627751]",parking
"[45.4366995, 45.4368464, 45.4370209, 45.4373865, 45.4372202, 45.436709, 45.4366319, 45.4364079, 45.4362724, 45.4359638, 45.4359939, 45.4366995]","[9.2627751, 9.2634247, 9.2641969, 9.2659535, 9.2659605, 9.2659802, 9.2659833, 9.2648059, 9.264248, 9.2630974, 9.2629498, 9.2627751]",parking
"[45.4366995, 45.4368464, 45.4370209, 45.4373865, 45.4372202, 45.436709, 45.4366319, 45.4364079, 45.4362724, 45.4359638, 45.4359939, 45.4366995]","[9.2627751, 9.2634247, 9.2641969, 9.2659535, 9.2659605, 9.2659802, 9.2659833, 9.2648059, 9.264248, 9.2630974, 9.2629498, 9.2627751]",parking
"[45.4366995, 45.4368464, 45.4370209, 45.4373865, 45.4372202, 45.436709, 45.4366319, 45.4364079, 45.4362724, 45.4359638, 45.4359939, 45.4366995]","[9.2627751, 9.2634247, 9.2641969, 9.2659535, 9.2659605, 9.2659802, 9.2659833, 9.2648059, 9.264248, 9.2630974, 9.2629498, 9.2627751]",school
"[45.4366995, 45.4368464, 45.4370209, 45.4373865, 45.4372202, 45.436709, 45.4366319, 45.4364079, 45.4362724, 45.4359638, 45.4359939, 45.4366995]","[9.2627751, 9.2634247, 9.2641969, 9.2659535, 9.2659605, 9.2659802, 9.2659833, 9.2648059, 9.264248, 9.2630974, 9.2629498, 9.2627751]",marketplace
"[45.4366995, 45.4368464, 45.4370209, 45.4373865, 45.4372202, 45.436709, 45.4366319, 45.4364079, 45.4362724, 45.4359638, 45.4359939, 45.4366995]","[9.2627751, 9.2634247, 9.2641969, 9.2659535, 9.2659605, 9.2659802, 9.2659833, 9.2648059, 9.264248, 9.2630974, 9.2629498, 9.2627751]",parking
"[45.4366995, 45.4368464, 45.4370209, 45.4373865, 45.4372202, 45.436709, 45.4366319, 45.4364079, 45.4362724, 45.4359638, 45.4359939, 45.4366995]","[9.2627751, 9.2634247, 9.2641969, 9.2659535, 9.2659605, 9.2659802, 9.2659833, 9.2648059, 9.264248, 9.2630974, 9.2629498, 9.2627751]",school
"[45.4366995, 45.4368464, 45.4370209, 45.4373865, 45.4372202, 45.436709, 45.4366319, 45.4364079, 45.4362724, 45.4359638, 45.4359939, 45.4366995]","[9.2627751, 9.2634247, 9.2641969, 9.2659535, 9.2659605, 9.2659802, 9.2659833, 9.2648059, 9.264248, 9.2630974, 9.2629498, 9.2627751]",parking
"[45.4366995, 45.4368464, 45.4370209, 45.4373865, 45.4372202, 45.436709, 45.4366319, 45.4364079, 45.4362724, 45.4359638, 45.4359939, 45.4366995]","[9.2627751, 9.2634247, 9.2641969, 9.2659535, 9.2659605, 9.2659802, 9.2659833, 9.2648059, 9.264248, 9.2630974, 9.2629498, 9.2627751]",police
"[45.4366995, 45.4368464, 45.4370209, 45.4373865, 45.4372202, 45.436709, 45.4366319, 45.4364079, 45.4362724, 45.4359638, 45.4359939, 45.4366995]","[9.2627751, 9.2634247, 9.2641969, 9.2659535, 9.2659605, 9.2659802, 9.2659833, 9.2648059, 9.264248, 9.2630974, 9.2629498, 9.2627751]",parking
"[45.4366995, 45.4368464, 45.4370209, 45.4373865, 45.4372202, 45.436709, 45.4366319, 45.4364079, 45.4362724, 45.4359638, 45.4359939, 45.4366995]","[9.2627751, 9.2634247, 9.2641969, 9.2659535, 9.2659605, 9.2659802, 9.2659833, 9.2648059, 9.264248, 9.2630974, 9.2629498, 9.2627751]",school
"[45.4366995, 45.4368464, 45.4370209, 45.4373865, 45.4372202, 45.436709, 45.4366319, 45.4364079, 45.4362724, 45.4359638, 45.4359939, 45.4366995]","[9.2627751, 9.2634247, 9.2641969, 9.2659535, 9.2659605, 9.2659802, 9.2659833, 9.2648059, 9.264248, 9.2630974, 9.2629498, 9.2627751]",parking
"[45.4366995, 45.4368464, 45.4370209, 45.4373865, 45.4372202, 45.436709, 45.4366319, 45.4364079, 45.4362724, 45.4359638, 45.4359939, 45.4366995]","[9.2627751, 9.2634247, 9.2641969, 9.2659535, 9.2659605, 9.2659802, 9.2659833, 9.2648059, 9.264248, 9.2630974, 9.2629498, 9.2627751]",place_of_worship
"[45.4366995, 45.4368464, 45.4370209, 45.4373865, 45.4372202, 45.436709, 45.4366319, 45.4364079, 45.4362724, 45.4359638, 45.4359939, 45.4366995]","[9.2627751, 9.2634247, 9.2641969, 9.2659535, 9.2659605, 9.2659802, 9.2659833, 9.2648059, 9.264248, 9.2630974, 9.2629498, 9.2627751]",place_of_worship
"[45.4366995, 45.4368464, 45.4370209, 45.4373865, 45.4372202, 45.436709, 45.4366319, 45.4364079, 45.4362724, 45.4359638, 45.4359939, 45.4366995]","[9.2627751, 9.2634247, 9.2641969, 9.2659535, 9.2659605, 9.2659802, 9.2659833, 9.2648059, 9.264248, 9.2630974, 9.2629498, 9.2627751]",marketplace
"[45.4366995, 45.4368464, 45.4370209, 45.4373865, 45.4372202, 45.436709, 45.4366319, 45.4364079, 45.4362724, 45.4359638, 45.4359939, 45.4366995]","[9.2627751, 9.2634247, 9.2641969, 9.2659535, 9.2659605, 9.2659802, 9.2659833, 9.2648059, 9.264248, 9.2630974, 9.2629498, 9.2627751]",place_of_worship
